Havza-Althavza-il-ilçe Listesi
Akarçay (HAVZA)
Afyon-Akarçay (ALT HAVZA) Havzasý: (Akarçay)
Çay (ÝLÇE)  ili: (Isparta)
Senirkent (ÝLÇE)  ili: (Isparta)
Yalvaç (ÝLÇE)  ili: (Isparta)
Selevir (ALT HAVZA) Havzasý: (Akarçay)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Akarçay)
Afyonkarahisar_Merkez Ýlçe (ÝLÇE)  ili: (Afyonkarahisar)
Çay (ÝLÇE)  ili: (Afyonkarahisar)
Çobanlar (ÝLÇE)  ili: (Afyonkarahisar)
Þuhut (ÝLÇE)  ili: (Afyonkarahisar)
Seyitler (ALT HAVZA) Havzasý: (Akarçay)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Akarçay)
Afyonkarahisar_Merkez Ýlçe (ÝLÇE)  ili: (Afyonkarahisar)
Bayat (ÝLÇE)  ili: (Afyonkarahisar)
Bolvadin (ÝLÇE)  ili: (Afyonkarahisar)
Çobanlar (ÝLÇE)  ili: (Afyonkarahisar)
Ýhsaniye (ÝLÇE)  ili: (Afyonkarahisar)
Ýscehisar (ÝLÇE)  ili: (Afyonkarahisar)
Suhut (ALT HAVZA) Havzasý: (Akarçay)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Akarçay)
Afyonkarahisar_Merkez Ýlçe (ÝLÇE)  ili: (Afyonkarahisar)
Sandýklý (ÝLÇE)  ili: (Afyonkarahisar)
Sinanpaþa (ÝLÇE)  ili: (Afyonkarahisar)
Þuhut (ÝLÇE)  ili: (Afyonkarahisar)
Antalya (HAVZA)
Alanya (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Alanya (ÝLÇE)  ili: (Antalya)
Gündoðmuþ (ÝLÇE)  ili: (Antalya)
Alara (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Alanya (ÝLÇE)  ili: (Antalya)
Gündoðmuþ (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Konya (ÞEHÝR)  Havzasý: (Antalya)
Ahýrlý (ÝLÇE)  ili: (Konya)
Bozkýr (ÝLÇE)  ili: (Konya)
Gündoðmuþ (ÝLÇE)  ili: (Konya)
Hadim (ÝLÇE)  ili: (Konya)
Asagi Aksu (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Aksu (ÝLÇE)  ili: (Antalya)
Döþemealtý (ÝLÇE)  ili: (Antalya)
Kepez (ÝLÇE)  ili: (Antalya)
Konyaaltý (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Muratpaþa (ÝLÇE)  ili: (Antalya)
Serik (ÝLÇE)  ili: (Antalya)
Burdur (ÞEHÝR)  Havzasý: (Antalya)
Aðlasun (ÝLÇE)  ili: (Burdur)
Bucak (ÝLÇE)  ili: (Burdur)
Burdur_Merkez Ýlçe (ÝLÇE)  ili: (Burdur)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Eðirdir (ÝLÇE)  ili: (Isparta)
Isparta_Merkez Ýlçe (ÝLÇE)  ili: (Isparta)
Sütçüler (ÝLÇE)  ili: (Isparta)
Asagi Köprüçay (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Aksu (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Serik (ÝLÇE)  ili: (Antalya)
Atabey (ALT HAVZA) Havzasý: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Atabey (ÝLÇE)  ili: (Isparta)
Eðirdir (ÝLÇE)  ili: (Isparta)
Bogaçayi (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Döþemealtý (ÝLÇE)  ili: (Antalya)
Kemer (ÝLÇE)  ili: (Antalya)
Kepez (ÝLÇE)  ili: (Antalya)
Konyaaltý (ÝLÇE)  ili: (Antalya)
Korkuteli (ÝLÇE)  ili: (Antalya)
Kumluca (ÝLÇE)  ili: (Antalya)
Egirdir-Bogazova (ALT HAVZA) Havzasý: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Atabey (ÝLÇE)  ili: (Isparta)
Eðirdir (ÝLÇE)  ili: (Isparta)
Gelendost (ÝLÇE)  ili: (Isparta)
Isparta_Merkez Ýlçe (ÝLÇE)  ili: (Isparta)
Senirkent (ÝLÇE)  ili: (Isparta)
Egirdir-Hoyran (ALT HAVZA) Havzasý: (Antalya)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Antalya)
Çay (ÝLÇE)  ili: (Afyonkarahisar)
Þuhut (ÝLÇE)  ili: (Afyonkarahisar)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Senirkent (ÝLÇE)  ili: (Isparta)
Þuhut (ÝLÇE)  ili: (Isparta)
Yalvaç (ÝLÇE)  ili: (Isparta)
Egridir-Gelendost (ALT HAVZA) Havzasý: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Eðirdir (ÝLÇE)  ili: (Isparta)
Gelendost (ÝLÇE)  ili: (Isparta)
Þarkikaraaðaç (ÝLÇE)  ili: (Isparta)
Yalvaç (ÝLÇE)  ili: (Isparta)
Egridir-Senirkent (ALT HAVZA) Havzasý: (Antalya)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Antalya)
Dinar (ÝLÇE)  ili: (Afyonkarahisar)
Þuhut (ÝLÇE)  ili: (Afyonkarahisar)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Dinar (ÝLÇE)  ili: (Isparta)
Eðirdir (ÝLÇE)  ili: (Isparta)
Gelendost (ÝLÇE)  ili: (Isparta)
Gönen (ÝLÇE)  ili: (Isparta)
Keçiborlu (ÝLÇE)  ili: (Isparta)
Senirkent (ÝLÇE)  ili: (Isparta)
Uluborlu (ÝLÇE)  ili: (Isparta)
Yalvaç (ÝLÇE)  ili: (Isparta)
Kestel (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Döþemealtý (ÝLÇE)  ili: (Antalya)
Korkuteli (ÝLÇE)  ili: (Antalya)
Burdur (ÞEHÝR)  Havzasý: (Antalya)
Aðlasun (ÝLÇE)  ili: (Burdur)
Bucak (ÝLÇE)  ili: (Burdur)
Burdur_Merkez Ýlçe (ÝLÇE)  ili: (Burdur)
Çeltikçi (ÝLÇE)  ili: (Burdur)
Kemer (ÝLÇE)  ili: (Burdur)
Kirkgözler Dösemealti (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Aksu (ÝLÇE)  ili: (Antalya)
Döþemealtý (ÝLÇE)  ili: (Antalya)
Kepez (ÝLÇE)  ili: (Antalya)
Korkuteli (ÝLÇE)  ili: (Antalya)
Burdur (ÞEHÝR)  Havzasý: (Antalya)
Bucak (ÝLÇE)  ili: (Burdur)
Korkuteli (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Döþemealtý (ÝLÇE)  ili: (Antalya)
Korkuteli (ÝLÇE)  ili: (Antalya)
Burdur (ÞEHÝR)  Havzasý: (Antalya)
Bucak (ÝLÇE)  ili: (Burdur)
Kovada (ALT HAVZA) Havzasý: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Eðirdir (ÝLÇE)  ili: (Isparta)
Isparta_Merkez Ýlçe (ÝLÇE)  ili: (Isparta)
Sütçüler (ÝLÇE)  ili: (Isparta)
Manavgat (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Akseki (ÝLÇE)  ili: (Antalya)
Gündoðmuþ (ÝLÇE)  ili: (Antalya)
Ýbradý (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Oymapinar (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Akseki (ÝLÇE)  ili: (Antalya)
Derebucak (ÝLÇE)  ili: (Antalya)
Gündoðmuþ (ÝLÇE)  ili: (Antalya)
Ýbradý (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Seydiþehir (ÝLÇE)  ili: (Antalya)
Konya (ÞEHÝR)  Havzasý: (Antalya)
Ahýrlý (ÝLÇE)  ili: (Konya)
Akseki (ÝLÇE)  ili: (Konya)
Derebucak (ÝLÇE)  ili: (Konya)
Seydiþehir (ÝLÇE)  ili: (Konya)
Oymapinar-Mansap (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Akseki (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Sakarca (ALT HAVZA) Havzasý: (Antalya)
Burdur (ÞEHÝR)  Havzasý: (Antalya)
Aðlasun (ÝLÇE)  ili: (Burdur)
Burdur_Merkez Ýlçe (ÝLÇE)  ili: (Burdur)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Gönen (ÝLÇE)  ili: (Isparta)
Isparta_Merkez Ýlçe (ÝLÇE)  ili: (Isparta)
Yalvaç (ALT HAVZA) Havzasý: (Antalya)
Afyonkarahisar (ÞEHÝR)  Havzasý: (Antalya)
Sultandaðý (ÝLÇE)  ili: (Afyonkarahisar)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Gelendost (ÝLÇE)  ili: (Isparta)
Sultandaðý (ÝLÇE)  ili: (Isparta)
Þarkikaraaðaç (ÝLÇE)  ili: (Isparta)
Yalvaç (ÝLÇE)  ili: (Isparta)
Konya (ÞEHÝR)  Havzasý: (Antalya)
Akþehir (ÝLÇE)  ili: (Konya)
Yilanli (ALT HAVZA) Havzasý: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Aksu (ÝLÇE)  ili: (Isparta)
Eðirdir (ÝLÇE)  ili: (Isparta)
Þarkikaraaðaç (ÝLÇE)  ili: (Isparta)
Yeniþarbademli (ÝLÇE)  ili: (Isparta)
Yukari Köprüçay (ALT HAVZA) Havzasý: (Antalya)
Antalya (ÞEHÝR)  Havzasý: (Antalya)
Ýbradý (ÝLÇE)  ili: (Antalya)
Manavgat (ÝLÇE)  ili: (Antalya)
Serik (ÝLÇE)  ili: (Antalya)
Isparta (ÞEHÝR)  Havzasý: (Antalya)
Aksu (ÝLÇE)  ili: (Isparta)
Eðirdir (ÝLÇE)  ili: (Isparta)
Sütçüler (ÝLÇE)  ili: (Isparta)
Þarkikaraaðaç (ÝLÇE)  ili: (Isparta)
Yeniþarbademli (ÝLÇE)  ili: (Isparta)
Aras (HAVZA)
Aras-Denizgölü (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Eleþkirt (ÝLÇE)  ili: (Aðrý)
Horasan (ÝLÇE)  ili: (Aðrý)
Sarýkamýþ (ÝLÇE)  ili: (Aðrý)
Erzurum (ÞEHÝR)  Havzasý: (Aras)
Eleþkirt (ÝLÇE)  ili: (Erzurum)
Horasan (ÝLÇE)  ili: (Erzurum)
Sarýkamýþ (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Aras)
Kaðýzman (ÝLÇE)  ili: (Kars)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Aras-Karakurt (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Eleþkirt (ÝLÇE)  ili: (Aðrý)
Horasan (ÝLÇE)  ili: (Aðrý)
Erzurum (ÞEHÝR)  Havzasý: (Aras)
Eleþkirt (ÝLÇE)  ili: (Erzurum)
Horasan (ÝLÇE)  ili: (Erzurum)
Karayazý (ÝLÇE)  ili: (Erzurum)
Narman (ÝLÇE)  ili: (Erzurum)
Sarýkamýþ (ÝLÇE)  ili: (Erzurum)
Þenkaya (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Aras)
Kaðýzman (ÝLÇE)  ili: (Kars)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Dogubeyazit (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Diyadin (ÝLÇE)  ili: (Aðrý)
Doðubayazýt (ÝLÇE)  ili: (Aðrý)
Iðdýr_Merkez Ýlçe (ÝLÇE)  ili: (Aðrý)
Taþlýçay (ÝLÇE)  ili: (Aðrý)
Iðdýr (ÞEHÝR)  Havzasý: (Aras)
Aralýk (ÝLÇE)  ili: (Iðdýr)
Doðubayazýt (ÝLÇE)  ili: (Iðdýr)
Iðdýr_Merkez Ýlçe (ÝLÇE)  ili: (Iðdýr)
Tuzluca (ÝLÇE)  ili: (Iðdýr)
Van (ÞEHÝR)  Havzasý: (Aras)
Çaldýran (ÝLÇE)  ili: (Van)
Igdir (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Doðubayazýt (ÝLÇE)  ili: (Aðrý)
Iðdýr_Merkez Ýlçe (ÝLÇE)  ili: (Aðrý)
Iðdýr (ÞEHÝR)  Havzasý: (Aras)
Aralýk (ÝLÇE)  ili: (Iðdýr)
Doðubayazýt (ÝLÇE)  ili: (Iðdýr)
Iðdýr_Merkez Ýlçe (ÝLÇE)  ili: (Iðdýr)
Karakoyunlu (ÝLÇE)  ili: (Iðdýr)
Tuzluca (ÝLÇE)  ili: (Iðdýr)
Kagizman (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Aðrý_Merkez Ýlçe (ÝLÇE)  ili: (Aðrý)
Kaðýzman (ÝLÇE)  ili: (Aðrý)
Iðdýr (ÞEHÝR)  Havzasý: (Aras)
Aðrý_Merkez Ýlçe (ÝLÇE)  ili: (Iðdýr)
Tuzluca (ÝLÇE)  ili: (Iðdýr)
Kars (ÞEHÝR)  Havzasý: (Aras)
Aðrý_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Digor (ÝLÇE)  ili: (Kars)
Kaðýzman (ÝLÇE)  ili: (Kars)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Tuzluca (ÝLÇE)  ili: (Kars)
Kars (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Akyaka (ÝLÇE)  ili: (Kars)
Arpaçay (ÝLÇE)  ili: (Kars)
Digor (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Kars-Alabalik (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Akyaka (ÝLÇE)  ili: (Kars)
Arpaçay (ÝLÇE)  ili: (Kars)
Digor (ÝLÇE)  ili: (Kars)
Kaðýzman (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Kars-Asboga (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Kars-Bayburt (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Göle (ÝLÇE)  ili: (Ardahan)
Erzurum (ÞEHÝR)  Havzasý: (Aras)
Sarýkamýþ (ÝLÇE)  ili: (Erzurum)
Selim (ÝLÇE)  ili: (Erzurum)
Þenkaya (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Aras)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Kars-Çildir (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Çýldýr (ÝLÇE)  ili: (Ardahan)
Göle (ÝLÇE)  ili: (Ardahan)
Kars (ÞEHÝR)  Havzasý: (Aras)
Arpaçay (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Kars-Digor (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Digor (ÝLÇE)  ili: (Kars)
Kaðýzman (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Kars-Geçit (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Akyaka (ÝLÇE)  ili: (Kars)
Arpaçay (ÝLÇE)  ili: (Kars)
Kizilçakçak (ALT HAVZA) Havzasý: (Aras)
Kars (ÞEHÝR)  Havzasý: (Aras)
Akyaka (ÝLÇE)  ili: (Kars)
Arpaçay (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Kura-Ardahan (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Göle (ÝLÇE)  ili: (Ardahan)
Hanak (ÝLÇE)  ili: (Ardahan)
Artvin (ÞEHÝR)  Havzasý: (Aras)
Ardanuç (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Kura-Göle (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Göle (ÝLÇE)  ili: (Ardahan)
Erzurum (ÞEHÝR)  Havzasý: (Aras)
Göle (ÝLÇE)  ili: (Erzurum)
Olur (ÝLÇE)  ili: (Erzurum)
Þenkaya (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Aras)
Göle (ÝLÇE)  ili: (Kars)
Kars_Merkez Ýlçe (ÝLÇE)  ili: (Kars)
Selim (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Kura-Hanak (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Çýldýr (ÝLÇE)  ili: (Ardahan)
Damal (ÝLÇE)  ili: (Ardahan)
Hanak (ÝLÇE)  ili: (Ardahan)
Posof (ÝLÇE)  ili: (Ardahan)
Artvin (ÞEHÝR)  Havzasý: (Aras)
Posof (ÝLÇE)  ili: (Artvin)
Þavþat (ÝLÇE)  ili: (Artvin)
Kura-Köroglu (ALT HAVZA) Havzasý: (Aras)
Ardahan (ÞEHÝR)  Havzasý: (Aras)
Ardahan_Merkez Ýlçe (ÝLÇE)  ili: (Ardahan)
Çýldýr (ÝLÇE)  ili: (Ardahan)
Hanak (ÝLÇE)  ili: (Ardahan)
Kars (ÞEHÝR)  Havzasý: (Aras)
Arpaçay (ÝLÇE)  ili: (Kars)
Susuz (ÝLÇE)  ili: (Kars)
Pasinler (ALT HAVZA) Havzasý: (Aras)
Erzurum (ÞEHÝR)  Havzasý: (Aras)
Çat (ÝLÇE)  ili: (Erzurum)
Hýnýs (ÝLÇE)  ili: (Erzurum)
Horasan (ÝLÇE)  ili: (Erzurum)
Karayazý (ÝLÇE)  ili: (Erzurum)
Köprüköy (ÝLÇE)  ili: (Erzurum)
Narman (ÝLÇE)  ili: (Erzurum)
Palandöken (ÝLÇE)  ili: (Erzurum)
Pasinler (ÝLÇE)  ili: (Erzurum)
Sarýkamýþ (ÝLÇE)  ili: (Erzurum)
Tekman (ÝLÇE)  ili: (Erzurum)
Tortum (ÝLÇE)  ili: (Erzurum)
Varto (ÝLÇE)  ili: (Erzurum)
Yakutiye (ÝLÇE)  ili: (Erzurum)
Kars (ÞEHÝR)  Havzasý: (Aras)
Sarýkamýþ (ÝLÇE)  ili: (Kars)
Muþ (ÞEHÝR)  Havzasý: (Aras)
Varto (ÝLÇE)  ili: (Muþ)
Tuzluca (ALT HAVZA) Havzasý: (Aras)
Aðrý (ÞEHÝR)  Havzasý: (Aras)
Doðubayazýt (ÝLÇE)  ili: (Aðrý)
Taþlýçay (ÝLÇE)  ili: (Aðrý)
Iðdýr (ÞEHÝR)  Havzasý: (Aras)
Iðdýr_Merkez Ýlçe (ÝLÇE)  ili: (Iðdýr)
Tuzluca (ÝLÇE)  ili: (Iðdýr)
Asi (HAVZA)
Amik (ALT HAVZA) Havzasý: (Asi)
Gaziantep (ÞEHÝR)  Havzasý: (Asi)
Hassa (ÝLÇE)  ili: (Gaziantep)
Ýslahiye (ÝLÇE)  ili: (Gaziantep)
Nurdaðý (ÝLÇE)  ili: (Gaziantep)
Hatay (ÞEHÝR)  Havzasý: (Asi)
Altýnözü (ÝLÇE)  ili: (Hatay)
Antakya (ÝLÇE)  ili: (Hatay)
Belen (ÝLÇE)  ili: (Hatay)
Defne (ÝLÇE)  ili: (Hatay)
Dörtyol (ÝLÇE)  ili: (Hatay)
Hassa (ÝLÇE)  ili: (Hatay)
Ýskenderun (ÝLÇE)  ili: (Hatay)
Ýslahiye (ÝLÇE)  ili: (Hatay)
Kýrýkhan (ÝLÇE)  ili: (Hatay)
Kumlu (ÝLÇE)  ili: (Hatay)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Hatay)
Reyhanlý (ÝLÇE)  ili: (Hatay)
Samandað (ÝLÇE)  ili: (Hatay)
Yayladaðý (ÝLÇE)  ili: (Hatay)
Kahramanmaraþ (ÞEHÝR)  Havzasý: (Asi)
Türkoðlu (ÝLÇE)  ili: (Kahramanmaraþ)
Kilis (ÞEHÝR)  Havzasý: (Asi)
Kilis_Mrkilçe (ÝLÇE)  ili: (Kilis)
Musabeyli (ÝLÇE)  ili: (Kilis)
Osmaniye (ÞEHÝR)  Havzasý: (Asi)
Bahçe (ÝLÇE)  ili: (Osmaniye)
Hasanbeyli (ÝLÇE)  ili: (Osmaniye)
Ýslahiye (ÝLÇE)  ili: (Osmaniye)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Osmaniye)
Arsuz-Gönençay (ALT HAVZA) Havzasý: (Asi)
Hatay (ÞEHÝR)  Havzasý: (Asi)
Antakya (ÝLÇE)  ili: (Hatay)
Arsuz (ÝLÇE)  ili: (Hatay)
Belen (ÝLÇE)  ili: (Hatay)
Samandað (ÝLÇE)  ili: (Hatay)
Asagi Ceyhan (ALT HAVZA) Havzasý: (Asi)
Adana (ÞEHÝR)  Havzasý: (Asi)
Ceyhan (ÝLÇE)  ili: (Adana)
Hatay (ÞEHÝR)  Havzasý: (Asi)
Erzin (ÝLÇE)  ili: (Hatay)
Osmaniye (ÞEHÝR)  Havzasý: (Asi)
Toprakkale (ÝLÇE)  ili: (Osmaniye)
Asi-Samandagi (ALT HAVZA) Havzasý: (Asi)
Hatay (ÞEHÝR)  Havzasý: (Asi)
Altýnözü (ÝLÇE)  ili: (Hatay)
Antakya (ÝLÇE)  ili: (Hatay)
Arsuz (ÝLÇE)  ili: (Hatay)
Defne (ÝLÇE)  ili: (Hatay)
Samandað (ÝLÇE)  ili: (Hatay)
Yayladaðý (ÝLÇE)  ili: (Hatay)
Erzin-Dörtyol (ALT HAVZA) Havzasý: (Asi)
 (ÞEHÝR)  Havzasý: (Asi)
Erzin (ÝLÇE)  ili: ()
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: ()
Adana (ÞEHÝR)  Havzasý: (Asi)
Ceyhan (ÝLÇE)  ili: (Adana)
Gaziantep (ÞEHÝR)  Havzasý: (Asi)
Ýslahiye (ÝLÇE)  ili: (Gaziantep)
Hatay (ÞEHÝR)  Havzasý: (Asi)
Dörtyol (ÝLÇE)  ili: (Hatay)
Erzin (ÝLÇE)  ili: (Hatay)
Hassa (ÝLÇE)  ili: (Hatay)
Ýskenderun (ÝLÇE)  ili: (Hatay)
NaN (ÝLÇE)  ili: (Hatay)
Osmaniye_Merkez Ýlçe (ÝLÇE)  ili: (Hatay)
Payas (ÝLÇE)  ili: (Hatay)
Toprakkale (ÝLÇE)  ili: (Hatay)
Osmaniye (ÞEHÝR)  Havzasý: (Asi)
Dörtyol (ÝLÇE)  ili: (Osmaniye)
NaN (ÝLÇE)  ili: (Osmaniye)
